小区编号,小区面积,300m公交站点计数,300m站点密度,300m地铁站数量,300m地铁站点密度,地铁站周围300m公交线路数,:地铁站周围500m公交线路数,支路长度（m）,次干道长度（m）,主干道长度（m）,快速路长度（m）,总长（m）,支路密度（km/km2）,次干道密度(km/km2),主干道密度(km/km2),快速路密度(km/km2),总道路密度(km/km2),快线长度（m）,普通线长度（m）,晚班车长度（m）,支线长度（m）,住宅POI集聚水平（签到次数/km2）,政府机构POI集聚水平（签到次数/km2）,娱乐POI集聚水平（签到次数/km2）,未知分类POI集聚水平（签到次数/km2）,旅游景点POI集聚水平（签到次数/km2）,酒店宾馆POI集聚水平（签到次数/km2）,金融POI集聚水平（签到次数/km2）,教育POI集聚水平（签到次数/km2）,交通设施POI集聚水平（签到次数/km2）,地点标志POI集聚水平（签到次数/km2）,飞机场POI集聚水平（签到次数/km2）,公共设施POI集聚水平（签到次数/km2）,公司POI集聚水平（签到次数/km2）,购物POI集聚水平（签到次数/km2）,公交线路长度（m）,公交线路密度（km/km2）,公交线网长度,公交线网密度(km/km2),轨道线路长度,轨道线网密度(km/km2),建成环境FAC1_1,建成环境FAC2_1,建成环境FAC3_1,建成环境综合评分,人口（人）,人口密度（人/km2）,小汽车可达性（分钟）,公交可达性（分钟）,延时指数,300m内公交站300m服务面积,餐饮300m内公交站服务范围内POI（签到次数/km2）,地点标志300m内公交站服务范围内POI（签到次数/km2）,飞机场300m内公交站服务范围内POI（签到次数/km2）,公共设施300m内公交站服务范围内POI（签到次数/km2）,公司300m内公交站服务范围内POI（签到次数/km2）,购物300m内公交站服务范围内POI（签到次数/km2）,交通设施300m内公交站服务范围内POI（签到次数/km2）,教育300m内公交站服务范围内POI（签到次数/km2）,金融300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆300m内公交站服务范围内POI（签到次数/km2）,旅游景点300m内公交站服务范围内POI（签到次数/km2）,未知分类300m内公交站服务范围内POI（签到次数/km2）,娱乐300m内公交站服务范围内POI（签到次数/km2）,政府机构300m内公交站服务范围内POI（签到次数/km2）,住宅300m内公交站服务范围内POI（签到次数/km2）,餐饮集聚300m内公交站服务范围内POI（签到次数/km2）,地点标志集聚300m内公交站服务范围内POI（签到次数/km2）,飞机场集聚300m内公交站服务范围内POI（签到次数/km2）,公共设施集聚300m内公交站服务范围内POI（签到次数/km2）,公司集聚300m内公交站服务范围内POI（签到次数/km2）,购物集聚300m内公交站服务范围内POI（签到次数/km2）,交通设施集聚300m内公交站服务范围内POI（签到次数/km2）,教育集聚300m内公交站服务范围内POI（签到次数/km2）,金融集聚300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆集聚300m内公交站服务范围内POI（签到次数/km2）,旅游景点集聚300m内公交站服务范围内POI（签到次数/km2）,未知分类集聚300m内公交站服务范围内POI（签到次数/km2）,娱乐集聚300m内公交站服务范围内POI（签到次数/km2）,政府机构集聚300m内公交站服务范围内POI（签到次数/km2）,住宅集聚300m内公交站服务范围内POI（签到次数/km2）,FAC1_1公交站点服务范围,FAC2_1公交站点服务范围,FAC3_1公交站点服务范围,,0时签到总数,1时签到总数,2时签到总数,3时签到总数,4时签到总数,5时签到总数,6时签到总数,7时签到总数,8时签到总数,9时签到总数,10时签到总数,11时签到总数,12时签到总数,13时签到总数,14时签到总数,15时签到总数,16时签到总数,17时签到总数,18时签到总数,19时签到总数,20时签到总数,21时签到总数,22时签到总数,23时签到总数,签到总数总计
27,2.395081,8,3.340179309,0,0,,,1915.715714,0,0,0,1915.715714,0.799854249,0,0,0,0.799854249,0,0,0,0,0.835044827,0,62.21083963,0,1.252567241,5.427791377,0,0,23.38125516,6.680358618,0,32.56674826,0,0,9406.256068,3.927322737,4486.912998,1.873386745,,,-0.317050725,-0.274172248,-0.293630588,-0.30190303,389.7641406,162.7352647,4396.145062,15887.38957,3.613936607,1.5332779,9,16,,,,,56,,,13,3,,,,2,5.869777423,10.43515986,0,0,0,0,36.52305952,0,0,8.478567388,1.956592474,0,0,0,1.304394983,-0.541712346,-0.335973755,-0.073405743,-0.408283345,13,6,4,1,1,0,2,5,9,10,12,19,16,22,27,19,24,25,28,14,28,21,27,22,355
28,3.127405,4,1.27901567,0,0,,,1894.52813,0,0,0,1894.52813,0.605782791,0,0,0,0.605782791,0,0,0,0,0,0,10.23212536,25.26055947,2.238277422,1.918523504,0,0,2.877785256,421.755417,0,0.319753917,0,0,6296.358011,2.013285139,1496.212667,0.478419862,,,-0.358780743,-0.275518787,-0.303289341,-0.327274562,415.4292297,132.8351236,4518.187243,15887.25324,3.516289252,0.9611936,16,1319,,,,,,,,5,7,74,330,,,16.64597018,1372.252166,0,0,0,0,0,0,0,5.20186568,7.282611952,76.98761207,343.3231349,0,0,-0.399059694,-0.539832948,-0.225588333,-0.395604466,42,22,14,8,7,4,21,21,32,42,67,95,91,93,99,119,142,137,98,78,57,65,53,63,1470
29,2.355063,3,1.273851273,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0317418,2.123085455,1.698468364,0,8.916958909,0,0,0,32.27089891,0,0,2612.72155,1.109406224,1207.107408,0.512558436,,,-0.37216557,-0.235187421,-0.30333108,-0.325025213,175.0116732,74.31294755,5597.139918,16527.48194,2.952844164,0.7118011,,,,7,,,,,,4,5,570,,,,0,0,0,9.834207899,0,0,0,0,0,5.619547371,7.024434213,800.7855003,0,0,0,-0.544861838,-0.329385836,-0.057504938,-0.405714991,27,21,11,10,6,7,16,19,23,19,29,29,36,29,40,41,48,41,58,29,35,31,39,38,682
30,1.521208,20,13.14744598,1,0.657372299,13,27,7525.074672,1895.849178,4090.505713,0,13511.42956,4.946775636,1.246278732,2.688985144,0,8.882039513,0,4276.160219,374.8861565,3462.243462,515.3798823,0,81.51416506,1527.07585,0.657372299,385.8775394,1.314744598,108.4664293,9.860584483,7.888467586,0,796.0778539,7.231095287,802.6515769,102830.3643,67.59783295,6336.981678,4.165756214,,,0.093595323,0.847610452,-0.268538515,0.198260032,20754.51275,13643.44176,1953.980493,7236.188095,3.703306211,2.3187714,883,671,,3384,26,1319,3583,82,5,1054,20,4342,432,,1402,380.8051108,289.3773832,0,1459.393539,11.21283452,568.8357205,1545.21485,35.36355503,2.156314331,454.551061,8.625257324,1872.543365,186.3055582,0,604.6305384,0.496165288,0.500252921,1.889711556,0.76440662,384,207,123,47,36,32,88,124,203,210,264,297,359,364,365,374,382,373,464,384,407,471,446,511,6915
31,1.01051,22,21.77118485,1,0.989599311,26,27,6872.621132,506.1272322,2074.124482,0,9452.872846,6.801141139,0.50086316,2.052552159,0,9.354556458,0,2605.114198,1365.139062,1683.830566,238.493434,2.968797934,25.72958209,238.493434,2.968797934,321.6197762,1.979198622,43.54236969,2836.191626,28.69838003,0,748.1370793,4.947996556,27.70878071,105563.9025,104.4659652,4306.417196,4.261627491,,,-0.167939195,0.609060225,-0.248471684,0.001057186,12561.24088,12430.59532,1953.112936,6977.869728,3.572691368,2.7005446,880,675,,3377,28,1859,3608,7874,6,747,16,5001,381,3,1650,325.8601987,249.9495842,0,1250.488513,10.36827905,688.3796698,1336.026815,2915.708187,2.221774082,276.6108732,5.924730886,1851.848697,141.0826542,1.110887041,610.9878726,0.318234283,0.370019382,1.63973418,0.582755015,255,136,76,51,22,32,34,111,187,196,208,232,232,220,187,189,208,229,283,266,320,323,367,374,4738
32,5.089912,20,3.929341018,0,0,,,0,819.2041899,0,0,819.2041899,0,0.160946631,0,0,0.160946631,0,2806.113944,0,1016.834205,60.70831873,0,5.894011527,0.196467051,0,0.589401153,0,13.16329241,1.768203458,0.392934102,0,1.375269356,5.501077425,0,15494.31132,3.04412165,1536.601614,0.301891588,,,-0.365937557,-0.272836641,-0.258914118,-0.321311779,18868.08286,3706.956596,2693.868313,8459.219496,3.140175581,3.6455243,80,10,,54,85,166,44,67,,20,,45,33,,398,21.94471725,2.743089657,0,14.81268415,23.31626208,45.5352883,12.06959449,18.3787007,0,5.486179313,0,12.34390345,9.052195867,0,109.1749683,-0.508009535,-0.209018865,-0.12563869,-0.371312733,29,18,10,5,2,2,5,11,12,14,25,22,25,19,18,22,24,13,22,22,31,36,42,30,459
33,2.512721,18,7.163548997,0,0,,,1641.619104,327.3666959,2050.974009,0,4019.959809,0.653323271,0.130283743,0.816236267,0,1.599843281,0,4949.250616,0,2188.866814,0,0,4.377724387,314.002231,1.591899777,4.377724387,0.397974944,18.30684744,11.54127338,153.2203536,0,37.80761971,4.775699332,8.35747383,51899.22858,20.6545926,4437.729628,1.766105202,,,-0.365399089,-0.229880506,-0.264135609,-0.311832411,18246.86534,7261.795217,2564.528807,8548.379346,3.333313832,3.2913346,18,388,,151,14,23,106,45,1,12,4,790,16,,,5.468906139,117.8853101,0,45.87804595,4.253593664,6.988046733,32.2057806,13.67226535,0.303828119,3.645937426,1.215312475,240.0242139,4.861249901,0,0,-0.530264188,-0.288738425,-0.018570645,-0.380929292,117,48,35,11,18,8,16,38,60,52,37,57,87,67,39,50,49,51,67,61,76,79,147,148,1418
34,3.960426,23,5.807456067,0,0,,,1010.867154,1400.922922,0,0,2411.790076,0.255242025,0.353730362,0,0,0.608972387,0,790.3277891,0,0,16.41237584,0,10.60491977,21.20983955,0,6.312452246,0,0.25249809,13.12990067,0.50499618,0,338.0949423,0.50499618,14.64488921,40604.67464,10.25260279,5070.556137,1.280305739,,,-0.399498073,0.086147955,-0.283656231,-0.25915139,33728.41977,8516.361566,1955.474333,8966.715646,4.585442772,3.4014428,8,1,,1331,,58,74,2,,,,1,,,19,2.351943122,0.29399289,0,391.304537,0,17.05158764,21.75547388,0.587985781,0,0,0,0.29399289,0,0,5.585864916,-0.462829993,-0.100713428,0.515104592,-0.198493225,114,52,30,11,19,10,20,26,42,58,73,81,92,89,93,77,75,88,82,85,93,90,125,153,1678
35,10.714846,45,4.199780379,0,0,,,1539.240338,965.3255675,0,0,2504.565906,0.143654919,0.090092342,0,0,0.233747261,0,3748.773975,0,0,4.199780379,0,6.15967789,0,297.9044216,0.559970717,0,0.373313812,2.053225963,0.839956076,0,0,1.30659834,0,59039.20334,5.510037507,8359.285805,0.780159211,,,-0.36561715,-0.273833595,-0.2930928,-0.32851431,44009.58691,4107.346658,2100.459959,9030.998299,4.299533662,7.5520415,9,13,,38,3,9,202,1064,,3,6,99,12,7,306,1.191730739,1.721388846,0,5.03175201,0.39724358,1.191730739,26.74773437,140.8890563,0,0.39724358,0.79448716,13.10903813,1.588974319,0.926901686,40.51884514,-0.547495898,-0.332337161,-0.065783901,-0.409499341,223,118,41,15,19,29,44,92,126,148,148,147,190,168,134,166,150,158,170,156,204,191,243,281,3361
36,4.153789,26,6.259345383,0,0,,,417.2042751,599.7424656,0,942.9805987,1959.927339,0.100439448,0.144384432,0,0.227016971,0.471840852,0,1967.801574,0,4471.762581,19.98175642,0,16.37059562,0,0,0,0,276.3741731,1.925952426,1.203720266,0,2.888928638,32.25970313,0,18183.0461,4.377460216,6636.595435,1.597720884,,,-0.359201548,-0.282302388,-0.039131103,-0.273938615,37517.53268,9032.122883,1995.522587,8496.870068,4.257967373,4.1927061,8,3,,12,42,,354,1147,,,,4,1,,95,1.908075551,0.715528331,0,2.862113326,10.01739664,0,84.43234311,273.5703321,0,0,0,0.954037775,0.238509444,0,22.65839716,-0.545456165,-0.280275258,-0.097460753,-0.403331451,96,41,20,16,9,14,31,57,55,41,56,52,71,70,55,55,59,68,74,66,75,109,116,159,1465
37,3.101004,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,3322.156315,10029.78782,3.019059571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2.728606,30,10.99462509,0,0,,,0,1617.531695,0,619.8851288,2237.416824,0,0.592805152,0,0.227180153,0.819985305,0,0,0,6498.110088,0,0,0.366487503,9.895162585,0,0.366487503,0,22.72222519,101.1505509,2.198925019,0,0.732975006,6.596775057,1.099462509,45198.10578,16.56454093,6581.981038,2.412213796,,,-0.369770933,-0.269863736,-0.250990263,-0.321060975,22250.81119,8154.644236,1838.00924,8699.454422,4.733085249,4.0883198,9,9,,11,78,3,663,1125,,649,,30,3,,76,2.201393345,2.201393345,0,2.690591866,19.07874232,0.733797782,162.1693097,275.1741681,0,158.7449201,0,7.337977817,0.733797782,0,18.5895438,-0.438702257,-0.199601769,-0.153202159,-0.333278052,16,12,7,1,1,3,9,6,18,11,34,32,23,21,12,21,16,23,17,22,14,17,29,33,398
39,3.04973,,,,,,,1208.759889,0,0,311.2800186,1520.039908,0.396349804,0,0,0.102068058,0.498417862,0,2932.588112,0,2403.783941,,,,,,,,,,,,,,,,,,,,,,,,0,,,2186.752058,9362.879346,4.281637377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2.016073,13,6.448179208,1,0.496013785,11,16,889.4254849,408.3333899,1603.161398,910.8767568,3811.79703,0.441167301,0.20253899,0.795190153,0.451807428,1.890703873,1661.516225,2806.254352,0,1022.473429,0.496013785,0,19.34453762,35.21697875,0,0.99202757,0,44.64124067,90.77052269,71.92199886,0,8.432234349,13.3923722,42.16117174,50492.18969,25.04482213,5790.276778,2.872057102,1667.047164,0.826878374,-0.3254972,-0.263984225,-0.195771402,-0.283682586,17118.14342,8490.835114,1608.816116,6739.718001,4.18924073,2.146163,100,180,,15,53,89,1686,91,,20,,210,39,,1,46.59478334,83.87061001,0,6.989217501,24.69523517,41.46935717,785.5880471,42.40125284,0,9.318956668,0,97.84904502,18.1719655,0,0.465947833,-0.490015579,-0.215777449,-0.149105384,-0.366517064,55,28,13,6,4,2,4,8,33,31,32,51,36,29,39,42,41,29,40,44,43,46,47,43,746
41,1.315148,4,3.041482784,0,0,,,141.7740601,358.081918,729.9651957,998.9446128,2228.765787,0.107800841,0.272274997,0.555044144,0.75956821,1.694688192,798.3942717,2929.520452,200.9107001,0,277.535304,0,0,3.80185348,0,0,0,0,0,0,0,0,0,0,37507.40357,28.51953055,1309.859774,0.995978988,1486.165493,1.13003669,-0.354253754,-0.269739553,-0.305599999,-0.323876682,9523.276957,7241.220727,1623.989712,6089.927062,3.749978843,0.884485,60,2,,8,8,5,2,12,,,,32,,,1708,67.83608541,2.261202847,0,9.044811387,9.044811387,5.653007117,2.261202847,13.56721708,0,0,0,36.17924555,0,0,1931.067231,-0.505476292,-0.295421622,-0.092494793,-0.381747304,25,23,10,1,4,1,4,15,10,13,13,12,18,25,11,13,17,20,21,16,29,23,39,42,405
42,5.2995,16,3.01915275,0,0,,,2512.577771,1164.044018,853.8608767,3051.935804,7582.41847,0.474116005,0.219651669,0.161121026,0.575891274,1.430779974,549.5049901,6755.523125,0,0,2.830455703,0,0.943485234,0,0,0,0,0,2.45306161,11.13312577,0,0,10.37833758,0.754788188,96929.53094,18.29031625,7373.873948,1.391428238,,,-0.368367807,-0.271787091,-0.220156232,-0.314304396,27727.57779,5232.112046,1835.652977,7524.506122,4.099089652,2.9004002,12,16,,829,3594,22,69,14,,711,,5,19,,17,4.137360079,5.516480105,0,285.8226254,1239.139344,7.585160144,23.78982045,4.826920092,0,245.1385847,0,1.723900033,6.550820125,0,5.861260112,0.088061102,6.679650864,-3.422524446,0.810925268,27,1,2,4,1,2,14,9,4,6,8,3,9,7,5,8,3,11,5,5,5,13,8,6,166
43,4.475338,27,6.033063871,0,0,,,10480.71411,521.6691879,593.8369067,2265.020078,13861.24028,2.341882135,0.116565316,0.132690962,0.506111511,3.097249924,761.9059346,7074.221268,902.1675324,3105.169548,728.4366008,0,2.234468101,5.362723441,0,52.51000036,0.22344681,4.245489391,35.5280428,206.0179589,0,194.6221716,101.6682986,13.18336179,105883.5474,23.6593409,7075.451303,1.580987023,,,-0.363527977,-0.06158587,0.529479367,-0.1047417,26267.4954,5869.388055,1787.595483,6955.942517,3.891228515,4.0374866,36,925,,842,471,62,335,35,1,245,,74,23,,3323,8.916438261,229.1029275,0,208.5455838,116.6567339,15.35608812,82.9724116,8.668759421,0.247678841,60.68131595,0,18.3282342,5.696613334,0,823.0367873,-0.417211795,0.436324193,-0.124114495,-0.180162997,519,255,131,66,66,42,77,230,252,230,245,230,265,252,196,226,209,215,275,294,346,374,505,543,6043
44,33.53384,6,0.178923738,0,0,,,13583.38145,3109.583801,0,2442.095068,19135.06032,0.405064897,0.092729726,0,0.072824796,0.57061942,0,3095.849646,0,0,0.834977444,0,0.059641246,0,0,0,0,0,0,0,0,0,0.029820623,0.029820623,36862.90734,1.099274862,4215.738536,0.125715949,,,-0.370452179,-0.269835311,-0.304468075,-0.332603275,5345.44524,159.4045072,3593.051867,34935.02784,9.722940033,1.5739527,,1,,,,,,1,1,8,,,,,28,0,0.635343108,0,0,0,0,0,0.635343108,0.635343108,5.082744863,0,0,0,0,17.78960702,-0.547269766,-0.335435472,-0.072142784,-0.411240899,2,2,0,1,1,0,0,1,1,0,0,2,1,1,2,0,2,1,1,4,4,4,1,1,32
45,5.049927,11,2.178249309,0,0,,,15710.1167,3947.082258,0,3691.617268,23348.81623,3.110959168,0.781611746,0,0.731023888,4.623594802,0,984.8842983,0,0,9.70311056,2.574294638,8.118929244,1.386158651,0,2.178249309,0,0.198022664,3.564407961,0,0,3.96045329,0.198022664,0.990113322,52126.82996,10.32229376,6710.619063,1.328854667,,,-0.362974215,-0.269997003,-0.30178479,-0.327954111,3636.103697,720.0309424,2778.443532,11313.23639,4.071789208,2.1881847,2,624,,20,1,5,16,1,,8,,2,,13,68,0.913999627,285.1678837,0,9.139996272,0.456999814,2.284999068,7.311997017,0.456999814,0,3.655998509,0,0.913999627,0,5.940997577,31.07598732,-0.545010087,-0.327911678,-0.059623786,-0.405897624,12,6,3,4,2,2,1,3,4,4,12,7,12,7,7,11,14,10,12,6,8,8,8,10,173
46,9.291562,36,3.874483106,0,0,,,4011.028231,6496.224375,0,2207.185484,12714.43809,0.431685031,0.6991531,0,0.237547302,1.368385433,0,12928.3653,0,0,48.86153695,0.538122654,4.304981229,65.43571468,5.058352944,11.40820026,0.322873592,19.15716647,33.57885359,68.9873242,0,7.42609262,0.968620777,4.089732168,127202.2617,13.69008372,22535.93434,2.425419358,,,-0.349854826,-0.260289347,-0.297237929,-0.317441706,30757.55078,3310.266969,2941.313402,11506.03825,3.911870881,5.3111458,172,637,,39,1,37,294,145,3,104,47,608,39,5,402,32.38472572,119.9364551,0,7.343048274,0.188283289,6.966481696,55.35528699,27.30107692,0.564849867,19.58146206,8.849314587,114.4762398,7.343048274,0.941416445,75.68988221,-0.512968294,-0.338184207,-0.071002799,-0.391150447,123,91,56,31,8,12,35,66,82,104,100,126,150,103,108,129,122,142,168,153,162,202,201,215,2689
47,27.416189,2,0.072949599,0,0,,,2630.945393,0,0,3418.347014,6049.292407,0.095963206,0,0,0.124683522,0.220646728,0,0,0,0,0,0,0.0364748,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.370472079,-0.269823576,-0.304713211,-0.332662668,4481.192568,163.450601,3381.644491,14655.14842,4.333734211,0.5652833,,,,9,,,,4,,,,,12,,48,0,0,0,15.92122039,0,0,0,7.076097949,0,0,0,0,21.22829385,0,84.91317539,-0.538669225,-0.339246717,-0.056766571,-0.403969662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,5.609803,,,0,0,,,6395.426045,235.5476273,0,4294.611101,10925.58477,1.140044676,0.041988574,0,0.765554709,1.947587959,0,0,0,0,4.099965721,0,0,0,0.713037517,0,0,0,0.713037517,0,0,0,0,0,,,,,,,-0.370498465,-0.269799848,-0.304719268,-0.332672821,786.6618307,140.2298496,3654.204357,53215.12096,14.56271072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4,2,6,5,2,2,0,1,2,2,31
49,11.018832,5,0.453768603,0,0,,,12631.99895,887.5295249,0,1019.859963,14539.38844,1.146400903,0.080546606,0,0.092556086,1.319503595,0,0,0,0,0.635276044,0,0,42.10972633,1.179798367,27.13536244,0,0,7.895573687,0.090753721,0,1.089044646,0,0,8065.99506,0.732019062,1681.152516,0.152570846,,,-0.35461889,-0.260340895,-0.306221142,-0.321960262,3061.227654,277.817799,2438.024845,11254.4297,4.616207962,1.2458396,16,,,36,,,2,,,3,,804,,,24,12.84274476,0,0,28.89617572,0,0,1.605343096,0,0,2.408014643,0,645.3479244,0,0,19.26411715,-0.535630573,-0.321149254,-0.029838265,-0.393157271,40,27,9,4,2,1,3,8,24,35,37,70,76,69,67,64,57,37,47,36,35,59,47,53,907
50,50.845818,15,0.295009513,0,0,,,6434.203455,4416.739163,193.4540022,0,11044.39662,0.126543415,0.086865338,0.003804718,0,0.217213471,0,3490.778657,0,1357.471788,0.511349822,0,0.23600761,0.491682521,0.373678716,0.039334602,0,0,1.691387874,0.019667301,0,8.830618085,0.078669203,0,47341.79273,0.931085281,6651.343855,0.130813981,,,-0.371106572,-0.260624508,-0.303631287,-0.330586821,47339.30513,931.0363564,3169.078838,12382.32784,3.907232503,3.0405817,2,77,,,125,8,86,,,9,,2,,,86,0.657768874,25.32410163,0,0,41.1105546,2.631075495,28.28406157,0,0,2.959959931,0,0.657768874,0,0,28.28406157,-0.533901192,-0.110443849,-0.195631989,-0.379298189,38,21,9,2,4,17,26,12,26,25,20,19,38,27,29,20,31,26,32,31,44,61,50,44,652
51,25.190763,7,0.277879634,0,0,,,13853.85571,8374.620936,594.242621,1926.004404,24748.72367,0.549957765,0.332448086,0.023589703,0.076456771,0.982452325,0,2494.818945,1921.053477,0,0.119091272,0,6.192746127,10.9166999,141.3216424,16.95065767,0,0.516062177,15.9582304,0.357273815,0,190.268155,0.158788362,0,64806.03226,2.572610931,3186.213954,0.126483424,,,-0.381025212,-0.067689202,-0.294107746,-0.28793021,16122.14166,640.0021174,3101.756813,12342.60625,3.979230802,1.7428653,412,495,,16,137,2,31,1,,,,465,8,,65,236.3923362,284.0150642,0,9.180284902,78.60618947,1.147535613,17.786802,0.573767806,0,0,0,266.80203,4.590142451,0,37.29490741,-0.385442177,0.04900111,-0.323090276,-0.281448169,378,188,109,50,37,40,69,134,187,315,498,635,711,734,792,736,678,646,514,400,414,434,489,464,9652
52,13.008873,1,0.07687061,0,0,,,1406.0941,0,2288.350038,0,3694.444138,0.108087311,0,0.175906863,0,0.283994174,0,0,0,0,0,0,0,0.07687061,0,0.07687061,0,0,0.614964878,0.07687061,0,0,0.07687061,0,25789.12734,1.982425944,1893.908189,0.145585877,,,-0.370412797,-0.269787848,-0.304099829,-0.332493251,9107.986102,700.1364455,3384.845339,11993.44877,3.543278221,0.2826316,,,,,1,,3,1,,,,,,,,0,0,0,0,3.538174783,0,10.61452435,3.538174783,0,0,0,0,0,0,0,-0.549396924,-0.317025999,-0.081907182,-0.410482746,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,4,13
53,5.632655,46,8.166663856,0,0,,,1090.509619,7531.055954,0,0,8621.565573,0.193604902,1.337034836,0,0,1.530639738,0,10207.56588,0,8238.425307,91.96373646,2.485506391,8.344200026,436.7389801,0,25.92028093,0.177536171,6.036229806,63.73548531,16.86593622,0,16.33332771,12.7826043,5.326085123,138092.2397,24.51636745,9988.048466,1.773239878,,,-0.29350756,-0.250364442,-0.20330653,-0.264344059,45199.09325,8024.473938,2786.716049,10570.22427,3.793075464,5.7121243,579,106,,215,73,35,381,347,1,174,11,850,54,14,609,101.3633404,18.55701915,0,37.63923695,12.77983394,6.127317643,66.70022919,60.74797777,0.175066218,30.46152199,1.925728402,148.8062856,9.453575791,2.450927057,106.615327,-0.455367191,-0.264071501,-0.074233923,-0.341722109,196,98,65,39,36,32,51,114,204,227,223,211,333,245,209,212,249,206,213,233,199,239,263,313,4410
54,17.919519,12,0.669660832,0,0,,,0,4962.611073,0,0,4962.611073,0,0.276938855,0,0,0.276938855,0,3141.139694,0,0,0.223220277,0,0.558050693,0,0,0.334830416,0,0,0.613855763,0,0,0,6.808218457,0,25985.37109,1.450115435,605.2930573,0.033778421,,,-0.370167546,-0.271096343,-0.249185613,-0.32119761,18415.40689,1027.673058,3102.512371,11466.48668,3.695871381,2.3140941,3,1,,,123,,114,,1,6,,,10,,86,1.296403634,0.432134545,0,0,53.15254898,0,49.26333808,0,0.432134545,2.592807267,0,0,4.321345446,0,37.16357083,-0.528713696,-0.04705623,-0.233889847,-0.370116604,19,4,0,5,0,1,3,5,2,5,11,7,12,10,3,9,4,15,4,6,7,4,7,10,153
55,14.91281,2,0.134112887,0,0,,,1835.092006,1211.256352,0,0,3046.348358,0.123054743,0.081222543,0,0,0.204277286,0,1205.241904,0,0,1.810523972,0,0,0,0,0,0,0,0,0,0,0,0,0,14588.1307,0.978228161,1261.843251,0.084614721,,,-0.370498465,-0.269799848,-0.304719268,-0.332672821,2746.186062,184.1494703,2971.583162,11740.78707,3.951020863,0.5652788,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.550574502,-0.336441368,-0.07124782,-0.413252907,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,3,1,2,4,3,1,3,27
56,3.331066,22,6.604492376,0,0,,,0,0,362.2490858,0,362.2490858,0,0,0.108748697,0,0.108748697,0,3709.987576,0,4022.731984,0,0,0,0,0,0,0,0,0,0.300204199,0,0,0,0,41218.53433,12.37397708,4465.728131,1.340630336,,,-0.370498465,-0.269799848,-0.304719268,-0.332672821,24989.12364,7501.839843,2776.967146,10698.33537,3.852525006,4.0922923,,,,,40,13,27,,,,,101,2,232,84,0,0,0,0,9.774472855,3.176703678,6.597769177,0,0,0,0,24.68054396,0.488723643,56.69194256,20.52639299,-0.546289715,-0.283142462,-0.100833336,-0.405082982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,3.697264,13,3.516113537,0,0,,,679.9363493,3650.171181,0,0,4330.10753,0.183902569,0.987262792,0,0,1.171165362,0,3713.444374,0,0,4.868464897,62.74910312,0,0,0,0,0.270470272,0,12.44163252,0,0,0.540940544,0.540940544,1.35235136,30463.10302,8.239363761,4389.036741,1.187103962,,,-0.368083827,-0.268945187,-0.300485682,-0.330251225,23920.81209,6469.868554,3062.264948,11507.79098,3.757934462,2.4748979,14,,,2,2,5,57,,1,,,,10,232,18,5.656799014,0,0,0.808114145,0.808114145,2.020285362,23.03125313,0,0.404057072,0,0,0,4.040570724,93.7412408,7.273027303,-0.544746223,-0.33508307,-0.074846865,-0.410180261,18,15,9,7,3,1,5,10,13,12,8,19,11,17,9,9,10,10,18,21,20,21,25,29,320
58,1.858936,15,8.06913202,1,0.537942135,9,25,4829.269131,6071.93225,1080.008701,0,11981.21008,2.597867345,3.266348196,0.580982186,0,6.445197727,846.8651298,2170.543371,1327.527143,1065.778244,11.29678483,2.151768539,17.75209044,3300.274996,0,7.531189885,0,1.613826404,3122.754092,5.379421346,0,39.26977583,0.537942135,86.60868368,41702.39767,22.43347682,1664.000267,0.895135856,427.8470988,0.230156982,-0.302613308,-0.214619188,-0.302990402,-0.281648005,44346.69037,23855.95328,2868.235656,6932.227682,2.416896139,2.0087864,532,842,,94,6,313,179,4,2,1994,,6284,188,4,1202,264.8365202,419.1585526,0,46.79442274,2.986878047,155.8154715,89.10852841,1.991252032,0.995626016,992.6391377,0,3128.256942,93.58884548,1.991252032,598.3712355,0.33545563,-0.207241602,-0.252441105,0.107695327,509,293,159,99,60,32,82,294,636,928,937,790,664,606,583,573,534,494,652,701,689,683,721,674,12393
